from_id,to_id
SMPL001|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2|v6,SMPL001|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2
SMPL001|202605|202606|mutual_fund_trails|MIX|3|v6,SMPL001|202605|202606|mutual_fund_trails|MIX|3
SMPL001|202605|202606|__TOTAL__|MARKET|1|v6,SMPL001|202605|202606|__TOTAL__|MARKET|1
SMPL001|202605|202606|__TOTAL__|NET_FLOW|2|v6,SMPL001|202605|202606|__TOTAL__|NET_FLOW|2
SMPL002|202604|202605|structured_products|ONE_TIME|1|v6,SMPL002|202604|202605|structured_products|ONE_TIME|1
SMPL002|202604|202605|alternative_investments|TIMING|1|v6,SMPL002|202604|202605|alternative_investments|TIMING|1
SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1|v6,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2|v6,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
SMPL002|202604|202605|equities|VOLUME|1|v6,SMPL002|202604|202605|equities|VOLUME|1
SMPL002|202604|202605|mutual_fund_trails|CLAWBACK|1|v6,SMPL002|202604|202605|mutual_fund_trails|CLAWBACK|1
SMPL002|202604|202605|jpmcap|BILLABLE_DAYS|1|v6,SMPL002|202604|202605|jpmcap|BILLABLE_DAYS|1
SMPL002|202604|202605|advisory|BILLABLE_DAYS|1|v6,SMPL002|202604|202605|advisory|BILLABLE_DAYS|1
SMPL002|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2|v6,SMPL002|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2
SMPL002|202604|202605|mutual_fund_trails|MIX|3|v6,SMPL002|202604|202605|mutual_fund_trails|MIX|3
SMPL002|202604|202605|equities|MIX|2|v6,SMPL002|202604|202605|equities|MIX|2
SMPL002|202604|202605|unified_managed_account|MIX|3|v6,SMPL002|202604|202605|unified_managed_account|MIX|3
SMPL002|202604|202605|__TOTAL__|MARKET|1|v6,SMPL002|202604|202605|__TOTAL__|MARKET|1
SMPL002|202604|202605|__TOTAL__|NET_FLOW|2|v6,SMPL002|202604|202605|__TOTAL__|NET_FLOW|2
SMPL002|202605|202606|structured_products|ONE_TIME|1|v6,SMPL002|202605|202606|structured_products|ONE_TIME|1
SMPL002|202605|202606|alternative_investments|TIMING|1|v6,SMPL002|202605|202606|alternative_investments|TIMING|1
SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1|v6,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
SMPL002|202605|202606|unified_managed_account|FEE_RATE|2|v6,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3|v6,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
SMPL002|202605|202606|equities|VOLUME|1|v6,SMPL002|202605|202606|equities|VOLUME|1
SMPL002|202605|202606|mutual_fund_trails|CLAWBACK|1|v6,SMPL002|202605|202606|mutual_fund_trails|CLAWBACK|1
SMPL002|202605|202606|jpmcap|BILLABLE_DAYS|1|v6,SMPL002|202605|202606|jpmcap|BILLABLE_DAYS|1
SMPL002|202605|202606|advisory|BILLABLE_DAYS|1|v6,SMPL002|202605|202606|advisory|BILLABLE_DAYS|1
SMPL002|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2|v6,SMPL002|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2
SMPL002|202605|202606|mutual_fund_trails|MIX|3|v6,SMPL002|202605|202606|mutual_fund_trails|MIX|3
SMPL002|202605|202606|unified_managed_account|MIX|4|v6,SMPL002|202605|202606|unified_managed_account|MIX|4
SMPL002|202605|202606|equities|MIX|2|v6,SMPL002|202605|202606|equities|MIX|2
SMPL002|202605|202606|__TOTAL__|MARKET|1|v6,SMPL002|202605|202606|__TOTAL__|MARKET|1
SMPL002|202605|202606|__TOTAL__|NET_FLOW|2|v6,SMPL002|202605|202606|__TOTAL__|NET_FLOW|2
SMPL003|202604|202605|structured_products|ONE_TIME|1|v6,SMPL003|202604|202605|structured_products|ONE_TIME|1
SMPL003|202604|202605|alternative_investments|TIMING|1|v6,SMPL003|202604|202605|alternative_investments|TIMING|1
SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1|v6,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
SMPL003|202604|202605|annuities|LOST_ACCOUNT|1|v6,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2|v6,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
SMPL003|202604|202605|equities|VOLUME|1|v6,SMPL003|202604|202605|equities|VOLUME|1
SMPL003|202604|202605|mutual_fund_trails|CLAWBACK|1|v6,SMPL003|202604|202605|mutual_fund_trails|CLAWBACK|1
SMPL003|202604|202605|jpmcap|BILLABLE_DAYS|1|v6,SMPL003|202604|202605|jpmcap|BILLABLE_DAYS|1
SMPL003|202604|202605|advisory|BILLABLE_DAYS|1|v6,SMPL003|202604|202605|advisory|BILLABLE_DAYS|1
SMPL003|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2|v6,SMPL003|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2
SMPL003|202604|202605|mutual_fund_trails|MIX|3|v6,SMPL003|202604|202605|mutual_fund_trails|MIX|3
SMPL003|202604|202605|equities|MIX|2|v6,SMPL003|202604|202605|equities|MIX|2
SMPL003|202604|202605|unified_managed_account|MIX|3|v6,SMPL003|202604|202605|unified_managed_account|MIX|3
SMPL003|202604|202605|__TOTAL__|MARKET|1|v6,SMPL003|202604|202605|__TOTAL__|MARKET|1
SMPL003|202604|202605|__TOTAL__|NET_FLOW|2|v6,SMPL003|202604|202605|__TOTAL__|NET_FLOW|2
SMPL003|202605|202606|structured_products|ONE_TIME|1|v6,SMPL003|202605|202606|structured_products|ONE_TIME|1
SMPL003|202605|202606|alternative_investments|TIMING|1|v6,SMPL003|202605|202606|alternative_investments|TIMING|1
SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1|v6,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
SMPL003|202605|202606|unified_managed_account|DISCOUNT|2|v6,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3|v6,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
SMPL003|202605|202606|equities|VOLUME|1|v6,SMPL003|202605|202606|equities|VOLUME|1
SMPL003|202605|202606|mutual_fund_trails|CLAWBACK|1|v6,SMPL003|202605|202606|mutual_fund_trails|CLAWBACK|1
SMPL003|202605|202606|jpmcap|BILLABLE_DAYS|1|v6,SMPL003|202605|202606|jpmcap|BILLABLE_DAYS|1
SMPL003|202605|202606|advisory|BILLABLE_DAYS|1|v6,SMPL003|202605|202606|advisory|BILLABLE_DAYS|1
SMPL003|202605|202606|equities|MIX|2|v6,SMPL003|202605|202606|equities|MIX|2
SMPL003|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2|v6,SMPL003|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2
SMPL003|202605|202606|mutual_fund_trails|MIX|3|v6,SMPL003|202605|202606|mutual_fund_trails|MIX|3
SMPL003|202605|202606|unified_managed_account|MIX|4|v6,SMPL003|202605|202606|unified_managed_account|MIX|4
SMPL003|202605|202606|__TOTAL__|MARKET|1|v6,SMPL003|202605|202606|__TOTAL__|MARKET|1
SMPL003|202605|202606|__TOTAL__|NET_FLOW|2|v6,SMPL003|202605|202606|__TOTAL__|NET_FLOW|2
SMPL001|202604|202605|structured_products|ONE_TIME|1|v7,SMPL001|202604|202605|structured_products|ONE_TIME|1
SMPL001|202604|202605|alternative_investments|TIMING|1|v7,SMPL001|202604|202605|alternative_investments|TIMING|1
SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1|v7,SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1
SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2|v7,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
SMPL001|202604|202605|equities|VOLUME|1|v7,SMPL001|202604|202605|equities|VOLUME|1
SMPL001|202604|202605|jpmcap|BILLABLE_DAYS|1|v7,SMPL001|202604|202605|jpmcap|BILLABLE_DAYS|1
SMPL001|202604|202605|mutual_fund_trails|CLAWBACK|1|v7,SMPL001|202604|202605|mutual_fund_trails|CLAWBACK|1
SMPL001|202604|202605|advisory|BILLABLE_DAYS|1|v7,SMPL001|202604|202605|advisory|BILLABLE_DAYS|1
SMPL001|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2|v7,SMPL001|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2
SMPL001|202604|202605|mutual_fund_trails|MIX|3|v7,SMPL001|202604|202605|mutual_fund_trails|MIX|3
SMPL001|202604|202605|equities|MIX|2|v7,SMPL001|202604|202605|equities|MIX|2
SMPL001|202604|202605|__TOTAL__|MARKET|1|v7,SMPL001|202604|202605|__TOTAL__|MARKET|1
SMPL001|202604|202605|__TOTAL__|NET_FLOW|2|v7,SMPL001|202604|202605|__TOTAL__|NET_FLOW|2
SMPL001|202605|202606|structured_products|ONE_TIME|1|v7,SMPL001|202605|202606|structured_products|ONE_TIME|1
SMPL001|202605|202606|alternative_investments|TIMING|1|v7,SMPL001|202605|202606|alternative_investments|TIMING|1
SMPL001|202605|202606|unified_managed_account|ELIGIBILITY|1|v7,SMPL001|202605|202606|unified_managed_account|ELIGIBILITY|1
SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|2|v7,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|2
SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|3|v7,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|3
SMPL001|202605|202606|equities|VOLUME|1|v7,SMPL001|202605|202606|equities|VOLUME|1
SMPL001|202605|202606|mutual_fund_trails|CLAWBACK|1|v7,SMPL001|202605|202606|mutual_fund_trails|CLAWBACK|1
SMPL001|202605|202606|equities|MIX|2|v7,SMPL001|202605|202606|equities|MIX|2
SMPL001|202605|202606|jpmcap|BILLABLE_DAYS|1|v7,SMPL001|202605|202606|jpmcap|BILLABLE_DAYS|1
SMPL001|202605|202606|advisory|BILLABLE_DAYS|1|v7,SMPL001|202605|202606|advisory|BILLABLE_DAYS|1
SMPL001|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2|v7,SMPL001|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2
SMPL001|202605|202606|mutual_fund_trails|MIX|3|v7,SMPL001|202605|202606|mutual_fund_trails|MIX|3
SMPL001|202605|202606|__TOTAL__|MARKET|1|v7,SMPL001|202605|202606|__TOTAL__|MARKET|1
SMPL001|202605|202606|__TOTAL__|NET_FLOW|2|v7,SMPL001|202605|202606|__TOTAL__|NET_FLOW|2
SMPL002|202604|202605|structured_products|ONE_TIME|1|v7,SMPL002|202604|202605|structured_products|ONE_TIME|1
SMPL002|202604|202605|alternative_investments|TIMING|1|v7,SMPL002|202604|202605|alternative_investments|TIMING|1
SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1|v7,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2|v7,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
SMPL002|202604|202605|equities|VOLUME|1|v7,SMPL002|202604|202605|equities|VOLUME|1
SMPL002|202604|202605|mutual_fund_trails|CLAWBACK|1|v7,SMPL002|202604|202605|mutual_fund_trails|CLAWBACK|1
SMPL002|202604|202605|jpmcap|BILLABLE_DAYS|1|v7,SMPL002|202604|202605|jpmcap|BILLABLE_DAYS|1
SMPL002|202604|202605|advisory|BILLABLE_DAYS|1|v7,SMPL002|202604|202605|advisory|BILLABLE_DAYS|1
SMPL002|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2|v7,SMPL002|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2
SMPL002|202604|202605|mutual_fund_trails|MIX|3|v7,SMPL002|202604|202605|mutual_fund_trails|MIX|3
SMPL002|202604|202605|equities|MIX|2|v7,SMPL002|202604|202605|equities|MIX|2
SMPL002|202604|202605|unified_managed_account|MIX|3|v7,SMPL002|202604|202605|unified_managed_account|MIX|3
SMPL002|202604|202605|__TOTAL__|MARKET|1|v7,SMPL002|202604|202605|__TOTAL__|MARKET|1
SMPL002|202604|202605|__TOTAL__|NET_FLOW|2|v7,SMPL002|202604|202605|__TOTAL__|NET_FLOW|2
SMPL002|202605|202606|structured_products|ONE_TIME|1|v7,SMPL002|202605|202606|structured_products|ONE_TIME|1
SMPL002|202605|202606|alternative_investments|TIMING|1|v7,SMPL002|202605|202606|alternative_investments|TIMING|1
SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1|v7,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
SMPL002|202605|202606|unified_managed_account|FEE_RATE|2|v7,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3|v7,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
SMPL002|202605|202606|equities|VOLUME|1|v7,SMPL002|202605|202606|equities|VOLUME|1
SMPL002|202605|202606|mutual_fund_trails|CLAWBACK|1|v7,SMPL002|202605|202606|mutual_fund_trails|CLAWBACK|1
SMPL002|202605|202606|jpmcap|BILLABLE_DAYS|1|v7,SMPL002|202605|202606|jpmcap|BILLABLE_DAYS|1
SMPL002|202605|202606|advisory|BILLABLE_DAYS|1|v7,SMPL002|202605|202606|advisory|BILLABLE_DAYS|1
SMPL002|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2|v7,SMPL002|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2
SMPL002|202605|202606|mutual_fund_trails|MIX|3|v7,SMPL002|202605|202606|mutual_fund_trails|MIX|3
SMPL002|202605|202606|unified_managed_account|MIX|4|v7,SMPL002|202605|202606|unified_managed_account|MIX|4
SMPL002|202605|202606|equities|MIX|2|v7,SMPL002|202605|202606|equities|MIX|2
SMPL002|202605|202606|__TOTAL__|MARKET|1|v7,SMPL002|202605|202606|__TOTAL__|MARKET|1
SMPL002|202605|202606|__TOTAL__|NET_FLOW|2|v7,SMPL002|202605|202606|__TOTAL__|NET_FLOW|2
SMPL003|202604|202605|structured_products|ONE_TIME|1|v7,SMPL003|202604|202605|structured_products|ONE_TIME|1
SMPL003|202604|202605|alternative_investments|TIMING|1|v7,SMPL003|202604|202605|alternative_investments|TIMING|1
SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1|v7,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
SMPL003|202604|202605|annuities|LOST_ACCOUNT|1|v7,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2|v7,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
SMPL003|202604|202605|equities|VOLUME|1|v7,SMPL003|202604|202605|equities|VOLUME|1
SMPL003|202604|202605|mutual_fund_trails|CLAWBACK|1|v7,SMPL003|202604|202605|mutual_fund_trails|CLAWBACK|1
SMPL003|202604|202605|jpmcap|BILLABLE_DAYS|1|v7,SMPL003|202604|202605|jpmcap|BILLABLE_DAYS|1
SMPL003|202604|202605|advisory|BILLABLE_DAYS|1|v7,SMPL003|202604|202605|advisory|BILLABLE_DAYS|1
SMPL003|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2|v7,SMPL003|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2
SMPL003|202604|202605|mutual_fund_trails|MIX|3|v7,SMPL003|202604|202605|mutual_fund_trails|MIX|3
SMPL003|202604|202605|equities|MIX|2|v7,SMPL003|202604|202605|equities|MIX|2
SMPL003|202604|202605|unified_managed_account|MIX|3|v7,SMPL003|202604|202605|unified_managed_account|MIX|3
SMPL003|202604|202605|__TOTAL__|MARKET|1|v7,SMPL003|202604|202605|__TOTAL__|MARKET|1
SMPL003|202604|202605|__TOTAL__|NET_FLOW|2|v7,SMPL003|202604|202605|__TOTAL__|NET_FLOW|2
SMPL003|202605|202606|structured_products|ONE_TIME|1|v7,SMPL003|202605|202606|structured_products|ONE_TIME|1
SMPL003|202605|202606|alternative_investments|TIMING|1|v7,SMPL003|202605|202606|alternative_investments|TIMING|1
SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1|v7,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
SMPL003|202605|202606|unified_managed_account|DISCOUNT|2|v7,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3|v7,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
SMPL003|202605|202606|equities|VOLUME|1|v7,SMPL003|202605|202606|equities|VOLUME|1
SMPL003|202605|202606|mutual_fund_trails|CLAWBACK|1|v7,SMPL003|202605|202606|mutual_fund_trails|CLAWBACK|1
SMPL003|202605|202606|jpmcap|BILLABLE_DAYS|1|v7,SMPL003|202605|202606|jpmcap|BILLABLE_DAYS|1
SMPL003|202605|202606|advisory|BILLABLE_DAYS|1|v7,SMPL003|202605|202606|advisory|BILLABLE_DAYS|1
SMPL003|202605|202606|equities|MIX|2|v7,SMPL003|202605|202606|equities|MIX|2
SMPL003|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2|v7,SMPL003|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2
SMPL003|202605|202606|mutual_fund_trails|MIX|3|v7,SMPL003|202605|202606|mutual_fund_trails|MIX|3
SMPL003|202605|202606|unified_managed_account|MIX|4|v7,SMPL003|202605|202606|unified_managed_account|MIX|4
SMPL003|202605|202606|__TOTAL__|MARKET|1|v7,SMPL003|202605|202606|__TOTAL__|MARKET|1
SMPL003|202605|202606|__TOTAL__|NET_FLOW|2|v7,SMPL003|202605|202606|__TOTAL__|NET_FLOW|2
SMPL001|202604|202605|structured_products|ONE_TIME|1|v8,SMPL001|202604|202605|structured_products|ONE_TIME|1
SMPL001|202604|202605|alternative_investments|TIMING|1|v8,SMPL001|202604|202605|alternative_investments|TIMING|1
SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1|v8,SMPL001|202604|202605|unified_managed_account|LOST_ACCOUNT|1
SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2|v8,SMPL001|202604|202605|unified_managed_account|BILLABLE_DAYS|2
SMPL001|202604|202605|equities|VOLUME|1|v8,SMPL001|202604|202605|equities|VOLUME|1
SMPL001|202604|202605|jpmcap|BILLABLE_DAYS|1|v8,SMPL001|202604|202605|jpmcap|BILLABLE_DAYS|1
SMPL001|202604|202605|mutual_fund_trails|CLAWBACK|1|v8,SMPL001|202604|202605|mutual_fund_trails|CLAWBACK|1
SMPL001|202604|202605|advisory|BILLABLE_DAYS|1|v8,SMPL001|202604|202605|advisory|BILLABLE_DAYS|1
SMPL001|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2|v8,SMPL001|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2
SMPL001|202604|202605|mutual_fund_trails|MIX|3|v8,SMPL001|202604|202605|mutual_fund_trails|MIX|3
SMPL001|202604|202605|equities|MIX|2|v8,SMPL001|202604|202605|equities|MIX|2
SMPL001|202604|202605|__TOTAL__|MARKET|1|v8,SMPL001|202604|202605|__TOTAL__|MARKET|1
SMPL001|202604|202605|__TOTAL__|NET_FLOW|2|v8,SMPL001|202604|202605|__TOTAL__|NET_FLOW|2
SMPL001|202605|202606|structured_products|ONE_TIME|1|v8,SMPL001|202605|202606|structured_products|ONE_TIME|1
SMPL001|202605|202606|alternative_investments|TIMING|1|v8,SMPL001|202605|202606|alternative_investments|TIMING|1
SMPL001|202605|202606|unified_managed_account|ELIGIBILITY|1|v8,SMPL001|202605|202606|unified_managed_account|ELIGIBILITY|1
SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|2|v8,SMPL001|202605|202606|unified_managed_account|NEW_ACCOUNT|2
SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|3|v8,SMPL001|202605|202606|unified_managed_account|BILLABLE_DAYS|3
SMPL001|202605|202606|equities|VOLUME|1|v8,SMPL001|202605|202606|equities|VOLUME|1
SMPL001|202605|202606|mutual_fund_trails|CLAWBACK|1|v8,SMPL001|202605|202606|mutual_fund_trails|CLAWBACK|1
SMPL001|202605|202606|equities|MIX|2|v8,SMPL001|202605|202606|equities|MIX|2
SMPL001|202605|202606|jpmcap|BILLABLE_DAYS|1|v8,SMPL001|202605|202606|jpmcap|BILLABLE_DAYS|1
SMPL001|202605|202606|advisory|BILLABLE_DAYS|1|v8,SMPL001|202605|202606|advisory|BILLABLE_DAYS|1
SMPL001|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2|v8,SMPL001|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2
SMPL001|202605|202606|mutual_fund_trails|MIX|3|v8,SMPL001|202605|202606|mutual_fund_trails|MIX|3
SMPL001|202605|202606|__TOTAL__|MARKET|1|v8,SMPL001|202605|202606|__TOTAL__|MARKET|1
SMPL001|202605|202606|__TOTAL__|NET_FLOW|2|v8,SMPL001|202605|202606|__TOTAL__|NET_FLOW|2
SMPL002|202604|202605|structured_products|ONE_TIME|1|v8,SMPL002|202604|202605|structured_products|ONE_TIME|1
SMPL002|202604|202605|alternative_investments|TIMING|1|v8,SMPL002|202604|202605|alternative_investments|TIMING|1
SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1|v8,SMPL002|202604|202605|unified_managed_account|LOST_ACCOUNT|1
SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2|v8,SMPL002|202604|202605|unified_managed_account|BILLABLE_DAYS|2
SMPL002|202604|202605|equities|VOLUME|1|v8,SMPL002|202604|202605|equities|VOLUME|1
SMPL002|202604|202605|mutual_fund_trails|CLAWBACK|1|v8,SMPL002|202604|202605|mutual_fund_trails|CLAWBACK|1
SMPL002|202604|202605|jpmcap|BILLABLE_DAYS|1|v8,SMPL002|202604|202605|jpmcap|BILLABLE_DAYS|1
SMPL002|202604|202605|advisory|BILLABLE_DAYS|1|v8,SMPL002|202604|202605|advisory|BILLABLE_DAYS|1
SMPL002|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2|v8,SMPL002|202604|202605|mutual_fund_trails|BILLABLE_DAYS|2
SMPL002|202604|202605|mutual_fund_trails|MIX|3|v8,SMPL002|202604|202605|mutual_fund_trails|MIX|3
SMPL002|202604|202605|equities|MIX|2|v8,SMPL002|202604|202605|equities|MIX|2
SMPL002|202604|202605|unified_managed_account|MIX|3|v8,SMPL002|202604|202605|unified_managed_account|MIX|3
SMPL002|202604|202605|__TOTAL__|MARKET|1|v8,SMPL002|202604|202605|__TOTAL__|MARKET|1
SMPL002|202604|202605|__TOTAL__|NET_FLOW|2|v8,SMPL002|202604|202605|__TOTAL__|NET_FLOW|2
SMPL002|202605|202606|structured_products|ONE_TIME|1|v8,SMPL002|202605|202606|structured_products|ONE_TIME|1
SMPL002|202605|202606|alternative_investments|TIMING|1|v8,SMPL002|202605|202606|alternative_investments|TIMING|1
SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1|v8,SMPL002|202605|202606|unified_managed_account|NEW_ACCOUNT|1
SMPL002|202605|202606|unified_managed_account|FEE_RATE|2|v8,SMPL002|202605|202606|unified_managed_account|FEE_RATE|2
SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3|v8,SMPL002|202605|202606|unified_managed_account|BILLABLE_DAYS|3
SMPL002|202605|202606|equities|VOLUME|1|v8,SMPL002|202605|202606|equities|VOLUME|1
SMPL002|202605|202606|mutual_fund_trails|CLAWBACK|1|v8,SMPL002|202605|202606|mutual_fund_trails|CLAWBACK|1
SMPL002|202605|202606|jpmcap|BILLABLE_DAYS|1|v8,SMPL002|202605|202606|jpmcap|BILLABLE_DAYS|1
SMPL002|202605|202606|advisory|BILLABLE_DAYS|1|v8,SMPL002|202605|202606|advisory|BILLABLE_DAYS|1
SMPL002|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2|v8,SMPL002|202605|202606|mutual_fund_trails|BILLABLE_DAYS|2
SMPL002|202605|202606|mutual_fund_trails|MIX|3|v8,SMPL002|202605|202606|mutual_fund_trails|MIX|3
SMPL002|202605|202606|unified_managed_account|MIX|4|v8,SMPL002|202605|202606|unified_managed_account|MIX|4
SMPL002|202605|202606|equities|MIX|2|v8,SMPL002|202605|202606|equities|MIX|2
SMPL002|202605|202606|__TOTAL__|MARKET|1|v8,SMPL002|202605|202606|__TOTAL__|MARKET|1
SMPL002|202605|202606|__TOTAL__|NET_FLOW|2|v8,SMPL002|202605|202606|__TOTAL__|NET_FLOW|2
SMPL003|202604|202605|structured_products|ONE_TIME|1|v8,SMPL003|202604|202605|structured_products|ONE_TIME|1
SMPL003|202604|202605|alternative_investments|TIMING|1|v8,SMPL003|202604|202605|alternative_investments|TIMING|1
SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1|v8,SMPL003|202604|202605|unified_managed_account|LOST_ACCOUNT|1
SMPL003|202604|202605|annuities|LOST_ACCOUNT|1|v8,SMPL003|202604|202605|annuities|LOST_ACCOUNT|1
SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2|v8,SMPL003|202604|202605|unified_managed_account|BILLABLE_DAYS|2
SMPL003|202604|202605|unified_managed_account|LATE_PROCESSING|3|v8,SMPL003|202604|202605|unified_managed_account|LATE_PROCESSING|3
SMPL003|202604|202605|mutual_fund_trails|EXCLUDED_CHANGE|1|v8,SMPL003|202604|202605|mutual_fund_trails|EXCLUDED_CHANGE|1
SMPL003|202604|202605|equities|VOLUME|1|v8,SMPL003|202604|202605|equities|VOLUME|1
SMPL003|202604|202605|mutual_fund_trails|CLAWBACK|2|v8,SMPL003|202604|202605|mutual_fund_trails|CLAWBACK|2
SMPL003|202604|202605|jpmcap|BILLABLE_DAYS|1|v8,SMPL003|202604|202605|jpmcap|BILLABLE_DAYS|1
SMPL003|202604|202605|advisory|BILLABLE_DAYS|1|v8,SMPL003|202604|202605|advisory|BILLABLE_DAYS|1
SMPL003|202604|202605|mutual_fund_trails|BILLABLE_DAYS|3|v8,SMPL003|202604|202605|mutual_fund_trails|BILLABLE_DAYS|3
SMPL003|202604|202605|mutual_fund_trails|MIX|4|v8,SMPL003|202604|202605|mutual_fund_trails|MIX|4
SMPL003|202604|202605|equities|MIX|2|v8,SMPL003|202604|202605|equities|MIX|2
SMPL003|202604|202605|unified_managed_account|MIX|4|v8,SMPL003|202604|202605|unified_managed_account|MIX|4
SMPL003|202604|202605|__TOTAL__|MARKET|1|v8,SMPL003|202604|202605|__TOTAL__|MARKET|1
SMPL003|202604|202605|__TOTAL__|NET_FLOW|2|v8,SMPL003|202604|202605|__TOTAL__|NET_FLOW|2
SMPL003|202605|202606|structured_products|ONE_TIME|1|v8,SMPL003|202605|202606|structured_products|ONE_TIME|1
SMPL003|202605|202606|alternative_investments|TIMING|1|v8,SMPL003|202605|202606|alternative_investments|TIMING|1
SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1|v8,SMPL003|202605|202606|unified_managed_account|NEW_ACCOUNT|1
SMPL003|202605|202606|unified_managed_account|DISCOUNT|2|v8,SMPL003|202605|202606|unified_managed_account|DISCOUNT|2
SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3|v8,SMPL003|202605|202606|unified_managed_account|BILLABLE_DAYS|3
