driver_id,change_id,cause_id,group_id,contribution_amt,contribution_pct,direction,rank,inputs_json,data_source
SMPL001|202606|202607|rec_cash_management__money_market_funds|DEAL_SIZE|2,SMPL001|202606|202607|rec_cash_management__money_market_funds,DEAL_SIZE,rec_cash_management__money_market_funds,1244.44,2.4,UP,5,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 1600.0, ""from_txn_count"": 1, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 2844.44, ""to_txn_count"": 1}",REAL
SMPL001|202606|202607|rec_cash_management__money_market_funds|MIX|3,SMPL001|202606|202607|rec_cash_management__money_market_funds,MIX,rec_cash_management__money_market_funds,-1244.44,-2.4,DOWN,6,"{""change_amt"": 1244.44, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 3733.32}",DERIVED
SMPL001|202606|202607|rec_trails__mutual_funds|DEAL_SIZE|1,SMPL001|202606|202607|rec_trails__mutual_funds,DEAL_SIZE,rec_trails__mutual_funds,519.0,1.0,UP,7,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 284.0, ""from_txn_count"": 5, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 413.75, ""to_txn_count"": 4}",REAL
SMPL001|202606|202607|rec_trails__mutual_funds|VOLUME|2,SMPL001|202606|202607|rec_trails__mutual_funds,VOLUME,rec_trails__mutual_funds,-284.0,-0.55,DOWN,8,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 284.0, ""from_txn_count"": 5, ""to_txn_count"": 4}",REAL
SMPL001|202606|202607|rec_trails__annuities|CLAWBACK|1,SMPL001|202606|202607|rec_trails__annuities,CLAWBACK,rec_trails__annuities,148.0,0.28,UP,9,"{""formula"": ""to_negative_total - from_negative_total"", ""from_negative_rows"": 3, ""from_negative_total"": -369.0, ""scope"": ""Annuities / Insurance / Life products only (FIX_SPEC_R10 D)"", ""to_negative_rows"": 2, ""to_negative_total"": -221.0}",REAL
SMPL001|202606|202607|nonrec_equities_and_options__equities|DEAL_SIZE|1,SMPL001|202606|202607|nonrec_equities_and_options__equities,DEAL_SIZE,nonrec_equities_and_options__equities,47.44,0.09,UP,10,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value)"", ""from_avg_txn_value"": 139.1, ""from_txn_count"": 8, ""to_avg_txn_value"": 145.03, ""to_txn_count"": 8}",REAL
SMPL001|202606|202607|nonrec_equities_and_options__equities|ELIGIBILITY|2,SMPL001|202606|202607|nonrec_equities_and_options__equities,ELIGIBILITY,nonrec_equities_and_options__equities,-14.71,-0.03,DOWN,11,"{""excluded_reason_codes"": [""9E"", ""9G""], ""formula"": ""-(to_non_credited - from_non_credited) over all reason codes EXCEPT 9G (Inheritance) and 9E (Household), which carve their movement out of this driver \u2014 revenue moving to a non-credited reason code leaves credited revenue, and vice versa"", ""from_non_credited"": 148.5, ""from_txn_count"": 1, ""reason_codes"": [""91""], ""to_non_credited"": 163.21, ""to_txn_count"": 1}",REAL
SMPL001|202606|202607|nonrec_equities_and_options__equities|MIX|3,SMPL001|202606|202607|nonrec_equities_and_options__equities,MIX,nonrec_equities_and_options__equities,14.71,0.03,UP,12,"{""change_amt"": 47.44, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 18.02}",DERIVED
SMPL001|202606|202607|__TOTAL__|MARKET|1,SMPL001|202606|202607|__TOTAL__,MARKET,__TOTAL__,0.0,0.0,UP,13,"{""contribution"": 0.0, ""reason"": ""no index-return source""}",DUMMY
SMPL001|202606|202607|__TOTAL__|NET_FLOW|2,SMPL001|202606|202607|__TOTAL__,NET_FLOW,__TOTAL__,0.0,0.0,UP,14,"{""contribution"": 0.0, ""reason"": ""flows feed stops 2026-01-30""}",DUMMY
SMPL002|202604|202605|nonrec_structured_products__structured_products|ONE_TIME|1,SMPL002|202604|202605|nonrec_structured_products__structured_products,ONE_TIME,nonrec_structured_products__structured_products,48000.0,135.77,UP,1,"{""file_keys"": [""twhs""], ""formula"": ""to_one_time - from_one_time"", ""from_one_time"": 0, ""from_txn_count"": 0, ""to_one_time"": 48000.0, ""to_txn_count"": 3}",REAL
SMPL002|202604|202605|rec_managed__unified_managed_account|VOLUME|1,SMPL002|202604|202605|rec_managed__unified_managed_account,VOLUME,rec_managed__unified_managed_account,-10080.0,-28.51,DOWN,2,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 5040.0, ""from_txn_count"": 6, ""to_txn_count"": 4}",REAL
SMPL002|202604|202605|rec_trails__mac|TIMING|1,SMPL002|202604|202605|rec_trails__mac,TIMING,rec_trails__mac,-7800.0,-22.06,DOWN,3,"{""billing_cycle"": ""quarterly"", ""formula"": ""to_revenue - from_revenue (quarterly billing falls in one month only)"", ""from_revenue"": 7800.0, ""to_revenue"": 0}",REAL
SMPL002|202604|202605|rec_managed__unified_managed_account|DEAL_SIZE|2,SMPL002|202604|202605|rec_managed__unified_managed_account,DEAL_SIZE,rec_managed__unified_managed_account,6280.9,17.77,UP,4,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 5040.0, ""from_txn_count"": 6, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 6610.23, ""to_txn_count"": 4}",REAL
SMPL002|202604|202605|rec_managed__unified_managed_account|BILLABLE_DAYS|3,SMPL002|202604|202605|rec_managed__unified_managed_account,BILLABLE_DAYS,rec_managed__unified_managed_account,-1374.55,-3.89,DOWN,5,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 30240.0, ""to_billable_days"": 21}",DERIVED
SMPL002|202604|202605|rec_managed__unified_managed_account|MIX|4,SMPL002|202604|202605|rec_managed__unified_managed_account,MIX,rec_managed__unified_managed_account,1374.55,3.89,UP,6,"{""change_amt"": -3799.1, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -6548.2}",DERIVED
SMPL002|202604|202605|rec_trails__mutual_funds|DEAL_SIZE|1,SMPL002|202604|202605|rec_trails__mutual_funds,DEAL_SIZE,rec_trails__mutual_funds,-905.0,-2.56,DOWN,7,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 695.0, ""from_txn_count"": 3, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 468.75, ""to_txn_count"": 4}",REAL
SMPL002|202604|202605|rec_trails__mutual_funds|VOLUME|2,SMPL002|202604|202605|rec_trails__mutual_funds,VOLUME,rec_trails__mutual_funds,695.0,1.97,UP,8,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 695.0, ""from_txn_count"": 3, ""to_txn_count"": 4}",REAL
SMPL002|202604|202605|nonrec_equities_and_options__equities|VOLUME|1,SMPL002|202604|202605|nonrec_equities_and_options__equities,VOLUME,nonrec_equities_and_options__equities,-406.95,-1.15,DOWN,9,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 135.65, ""from_txn_count"": 9, ""to_txn_count"": 6}",REAL
SMPL002|202604|202605|rec_managed__jpmcap|BILLABLE_DAYS|1,SMPL002|202604|202605|rec_managed__jpmcap,BILLABLE_DAYS,rec_managed__jpmcap,-200.0,-0.57,DOWN,10,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 4400.0, ""to_billable_days"": 21}",DERIVED
SMPL002|202604|202605|rec_managed__jpmcap|DEAL_SIZE|2,SMPL002|202604|202605|rec_managed__jpmcap,DEAL_SIZE,rec_managed__jpmcap,-200.0,-0.57,DOWN,11,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 4400.0, ""from_txn_count"": 1, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 4200.0, ""to_txn_count"": 1}",REAL
SMPL002|202604|202605|rec_managed__jpmcap|MIX|3,SMPL002|202604|202605|rec_managed__jpmcap,MIX,rec_managed__jpmcap,200.0,0.57,UP,12,"{""change_amt"": -200.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -600.0}",DERIVED
SMPL002|202604|202605|rec_managed__advisory|BILLABLE_DAYS|1,SMPL002|202604|202605|rec_managed__advisory,BILLABLE_DAYS,rec_managed__advisory,-159.09,-0.45,DOWN,13,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 3500.0, ""to_billable_days"": 21}",DERIVED
SMPL002|202604|202605|rec_managed__advisory|DEAL_SIZE|2,SMPL002|202604|202605|rec_managed__advisory,DEAL_SIZE,rec_managed__advisory,-159.09,-0.45,DOWN,14,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 3500.0, ""from_txn_count"": 1, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 3340.91, ""to_txn_count"": 1}",REAL
SMPL002|202604|202605|rec_managed__advisory|MIX|3,SMPL002|202604|202605|rec_managed__advisory,MIX,rec_managed__advisory,159.09,0.45,UP,15,"{""change_amt"": -159.09, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -477.27}",DERIVED
SMPL002|202604|202605|rec_trails__annuities|CLAWBACK|1,SMPL002|202604|202605|rec_trails__annuities,CLAWBACK,rec_trails__annuities,-131.0,-0.37,DOWN,16,"{""formula"": ""to_negative_total - from_negative_total"", ""from_negative_rows"": 1, ""from_negative_total"": -106.0, ""scope"": ""Annuities / Insurance / Life products only (FIX_SPEC_R10 D)"", ""to_negative_rows"": 2, ""to_negative_total"": -237.0}",REAL
SMPL002|202604|202605|nonrec_mutual_funds__mutual_funds|ELIGIBILITY|1,SMPL002|202604|202605|nonrec_mutual_funds__mutual_funds,ELIGIBILITY,nonrec_mutual_funds__mutual_funds,-128.0,-0.36,DOWN,17,"{""excluded_reason_codes"": [""9E"", ""9G""], ""formula"": ""-(to_non_credited - from_non_credited) over all reason codes EXCEPT 9G (Inheritance) and 9E (Household), which carve their movement out of this driver \u2014 revenue moving to a non-credited reason code leaves credited revenue, and vice versa"", ""from_non_credited"": 119.0, ""from_txn_count"": 1, ""reason_codes"": [""92""], ""to_non_credited"": 247.0, ""to_txn_count"": 2}",REAL
SMPL002|202604|202605|nonrec_mutual_funds__mutual_funds|MIX|2,SMPL002|202604|202605|nonrec_mutual_funds__mutual_funds,MIX,nonrec_mutual_funds__mutual_funds,128.0,0.36,UP,18,"{""change_amt"": 0.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -256.0}",DERIVED
SMPL002|202604|202605|rec_trails__mutual_funds|BILLABLE_DAYS|3,SMPL002|202604|202605|rec_trails__mutual_funds,BILLABLE_DAYS,rec_trails__mutual_funds,-94.77,-0.27,DOWN,19,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 2085.0, ""to_billable_days"": 21}",DERIVED
SMPL002|202604|202605|rec_trails__mutual_funds|MIX|4,SMPL002|202604|202605|rec_trails__mutual_funds,MIX,rec_trails__mutual_funds,94.77,0.27,UP,20,"{""change_amt"": -210.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -399.54}",DERIVED
SMPL002|202604|202605|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,SMPL002|202604|202605|rec_cash_management__money_market_funds,BILLABLE_DAYS,rec_cash_management__money_market_funds,-79.55,-0.23,DOWN,21,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 1750.0, ""to_billable_days"": 21}",DERIVED
SMPL002|202604|202605|rec_cash_management__money_market_funds|MIX|2,SMPL002|202604|202605|rec_cash_management__money_market_funds,MIX,rec_cash_management__money_market_funds,79.55,0.23,UP,22,"{""change_amt"": 0.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -159.1}",DERIVED
SMPL002|202604|202605|nonrec_equities_and_options__equities|DEAL_SIZE|2,SMPL002|202604|202605|nonrec_equities_and_options__equities,DEAL_SIZE,nonrec_equities_and_options__equities,60.28,0.17,UP,23,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value)"", ""from_avg_txn_value"": 135.65, ""from_txn_count"": 9, ""to_avg_txn_value"": 145.7, ""to_txn_count"": 6}",REAL
SMPL002|202604|202605|rec_trails__annuities|BILLABLE_DAYS|2,SMPL002|202604|202605|rec_trails__annuities,BILLABLE_DAYS,rec_trails__annuities,-33.64,-0.1,DOWN,24,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 740.0, ""to_billable_days"": 21}",DERIVED
SMPL002|202604|202605|rec_trails__annuities|MIX|3,SMPL002|202604|202605|rec_trails__annuities,MIX,rec_trails__annuities,33.64,0.1,UP,25,"{""change_amt"": -131.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -198.28}",DERIVED
SMPL002|202604|202605|nonrec_equities_and_options__equities|ELIGIBILITY|3,SMPL002|202604|202605|nonrec_equities_and_options__equities,ELIGIBILITY,nonrec_equities_and_options__equities,-15.59,-0.04,DOWN,26,"{""excluded_reason_codes"": [""9E"", ""9G""], ""formula"": ""-(to_non_credited - from_non_credited) over all reason codes EXCEPT 9G (Inheritance) and 9E (Household), which carve their movement out of this driver \u2014 revenue moving to a non-credited reason code leaves credited revenue, and vice versa"", ""from_non_credited"": 133.37, ""from_txn_count"": 1, ""reason_codes"": [""91""], ""to_non_credited"": 148.96, ""to_txn_count"": 1}",REAL
SMPL002|202604|202605|nonrec_equities_and_options__equities|MIX|4,SMPL002|202604|202605|nonrec_equities_and_options__equities,MIX,nonrec_equities_and_options__equities,15.59,0.04,UP,27,"{""change_amt"": -346.67, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -377.85}",DERIVED
SMPL002|202604|202605|__TOTAL__|MARKET|1,SMPL002|202604|202605|__TOTAL__,MARKET,__TOTAL__,0.0,0.0,UP,28,"{""contribution"": 0.0, ""reason"": ""no index-return source""}",DUMMY
SMPL002|202604|202605|__TOTAL__|NET_FLOW|2,SMPL002|202604|202605|__TOTAL__,NET_FLOW,__TOTAL__,0.0,0.0,UP,29,"{""contribution"": 0.0, ""reason"": ""flows feed stops 2026-01-30""}",DUMMY
SMPL002|202605|202606|nonrec_structured_products__structured_products|ONE_TIME|1,SMPL002|202605|202606|nonrec_structured_products__structured_products,ONE_TIME,nonrec_structured_products__structured_products,-48000.0,157.07,DOWN,1,"{""file_keys"": [""twhs""], ""formula"": ""to_one_time - from_one_time"", ""from_one_time"": 48000.0, ""from_txn_count"": 3, ""to_one_time"": 0, ""to_txn_count"": 0}",REAL
SMPL002|202605|202606|rec_trails__mac|TIMING|1,SMPL002|202605|202606|rec_trails__mac,TIMING,rec_trails__mac,7800.0,-25.52,UP,2,"{""billing_cycle"": ""quarterly"", ""formula"": ""to_revenue - from_revenue (quarterly billing falls in one month only)"", ""from_revenue"": 0, ""to_revenue"": 7800.0}",REAL
SMPL002|202605|202606|rec_managed__unified_managed_account|VOLUME|1,SMPL002|202605|202606|rec_managed__unified_managed_account,VOLUME,rec_managed__unified_managed_account,6610.23,-21.63,UP,3,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 6610.23, ""from_txn_count"": 4, ""to_txn_count"": 5}",REAL
SMPL002|202605|202606|rec_managed__unified_managed_account|NEW_ACCOUNT|2,SMPL002|202605|202606|rec_managed__unified_managed_account,NEW_ACCOUNT,rec_managed__unified_managed_account,4800.0,-15.71,UP,4,"{""account_absence_months"": 2, ""accounts"": [""SMPLACCT-2109""], ""accounts_present_only_in_to_month"": [""SMPLACCT-2109""], ""classification_rule"": ""Accounts with no recurring billing activity for 2 consecutive months (ACCOUNT_ABSENCE_MONTHS=2), evaluated at advisor level across recurring product lines; one-time and adjustment transactions (rev_nature ONE_TIME/ADJUSTMENT) never count as presence"", ""formula"": ""sum(credited_amt of recurring-nature rows of accounts appearing this month after ACCOUNT_ABSENCE_MONTHS consecutive months of no recurring activity); recurring-class groups only"", ""months_confirmed_quiet_before"": [""202604"", ""202605""], ""presence_rev_natures_excluded"": [""ADJUSTMENT"", ""ONE_TIME""], ""to_month_revenue_by_account"": {""SMPLACCT-2109"": 4800.0}, ""to_month_revenue_of_new_accounts"": 4800.0, ""txn_count"": 1}",REAL
SMPL002|202605|202606|rec_managed__unified_managed_account|MIX|3,SMPL002|202605|202606|rec_managed__unified_managed_account,MIX,rec_managed__unified_managed_account,-3159.27,10.34,DOWN,5,"{""change_amt"": 8625.93, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 14944.47}",DERIVED
SMPL002|202605|202606|rec_managed__unified_managed_account|DEAL_SIZE|4,SMPL002|202605|202606|rec_managed__unified_managed_account,DEAL_SIZE,rec_managed__unified_managed_account,-2784.3,9.11,DOWN,6,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 6610.23, ""from_txn_count"": 4, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 6053.37, ""to_txn_count"": 5}",REAL
SMPL002|202605|202606|rec_managed__unified_managed_account|FEE_RATE|5,SMPL002|202605|202606|rec_managed__unified_managed_account,FEE_RATE,rec_managed__unified_managed_account,1900.18,-6.22,UP,7,"{""assets_proxy"": 3224500.0, ""formula"": ""assets_proxy * (to_avg_rate_bps - from_avg_rate_bps) / 10000; assets_proxy = from_revenue / (from_avg_rate_bps/10000)"", ""from_avg_rate_bps"": 82.0, ""from_revenue"": 26440.9, ""to_avg_rate_bps"": 87.893}",REAL
SMPL002|202605|202606|rec_trails__mutual_funds|VOLUME|1,SMPL002|202605|202606|rec_trails__mutual_funds,VOLUME,rec_trails__mutual_funds,1406.25,-4.6,UP,8,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 468.75, ""from_txn_count"": 4, ""to_txn_count"": 7}",REAL
SMPL002|202605|202606|rec_managed__unified_managed_account|BILLABLE_DAYS|6,SMPL002|202605|202606|rec_managed__unified_managed_account,BILLABLE_DAYS,rec_managed__unified_managed_account,1259.09,-4.12,UP,9,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 26440.9, ""to_billable_days"": 22}",DERIVED
SMPL002|202605|202606|rec_trails__mutual_funds|DEAL_SIZE|2,SMPL002|202605|202606|rec_trails__mutual_funds,DEAL_SIZE,rec_trails__mutual_funds,-1131.25,3.7,DOWN,10,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 468.75, ""from_txn_count"": 4, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 307.14, ""to_txn_count"": 7}",REAL
SMPL002|202605|202606|rec_trails__mutual_funds|MIX|3,SMPL002|202605|202606|rec_trails__mutual_funds,MIX,rec_trails__mutual_funds,-889.29,2.91,DOWN,11,"{""change_amt"": 275.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 2053.58}",DERIVED
SMPL002|202605|202606|rec_trails__mutual_funds|INHERITANCE|4,SMPL002|202605|202606|rec_trails__mutual_funds,INHERITANCE,rec_trails__mutual_funds,800.0,-2.62,UP,12,"{""accounts_with_code_in_both_months"": [], ""accounts_with_code_in_from_month_only"": [""SMPLACCT-2110""], ""accounts_with_code_in_to_month_only"": [], ""formula"": ""-(to_non_credited_9G - from_non_credited_9G) \u2014 revenue leaving the 9G bucket returns to credited, and vice versa"", ""from_month_revenue_by_account"": {""SMPLACCT-2110"": 800.0}, ""from_non_credited_9G"": 800.0, ""from_txn_count"": 1, ""reason_code"": ""9G"", ""to_month_revenue_by_account"": {}, ""to_non_credited_9G"": 0, ""to_txn_count"": 0}",DERIVED
SMPL002|202605|202606|nonrec_equities_and_options__equities|VOLUME|1,SMPL002|202605|202606|nonrec_equities_and_options__equities,VOLUME,nonrec_equities_and_options__equities,582.79,-1.91,UP,13,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 145.7, ""from_txn_count"": 6, ""to_txn_count"": 10}",REAL
SMPL002|202605|202606|rec_managed__jpmcap|BILLABLE_DAYS|1,SMPL002|202605|202606|rec_managed__jpmcap,BILLABLE_DAYS,rec_managed__jpmcap,200.0,-0.65,UP,14,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 4200.0, ""to_billable_days"": 22}",DERIVED
SMPL002|202605|202606|rec_managed__jpmcap|DEAL_SIZE|2,SMPL002|202605|202606|rec_managed__jpmcap,DEAL_SIZE,rec_managed__jpmcap,200.0,-0.65,UP,15,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 4200.0, ""from_txn_count"": 1, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 4400.0, ""to_txn_count"": 1}",REAL
SMPL002|202605|202606|rec_managed__jpmcap|MIX|3,SMPL002|202605|202606|rec_managed__jpmcap,MIX,rec_managed__jpmcap,-200.0,0.65,DOWN,16,"{""change_amt"": 200.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 600.0}",DERIVED
SMPL002|202605|202606|rec_managed__advisory|BILLABLE_DAYS|1,SMPL002|202605|202606|rec_managed__advisory,BILLABLE_DAYS,rec_managed__advisory,159.09,-0.52,UP,17,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 3340.91, ""to_billable_days"": 22}",DERIVED
SMPL002|202605|202606|rec_managed__advisory|DEAL_SIZE|2,SMPL002|202605|202606|rec_managed__advisory,DEAL_SIZE,rec_managed__advisory,159.09,-0.52,UP,18,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 3340.91, ""from_txn_count"": 1, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 3500.0, ""to_txn_count"": 1}",REAL
SMPL002|202605|202606|rec_managed__advisory|MIX|3,SMPL002|202605|202606|rec_managed__advisory,MIX,rec_managed__advisory,-159.09,0.52,DOWN,19,"{""change_amt"": 159.09, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 477.27}",DERIVED
SMPL002|202605|202606|rec_trails__annuities|CLAWBACK|1,SMPL002|202605|202606|rec_trails__annuities,CLAWBACK,rec_trails__annuities,-156.0,0.51,DOWN,20,"{""formula"": ""to_negative_total - from_negative_total"", ""from_negative_rows"": 2, ""from_negative_total"": -237.0, ""scope"": ""Annuities / Insurance / Life products only (FIX_SPEC_R10 D)"", ""to_negative_rows"": 3, ""to_negative_total"": -393.0}",REAL
SMPL002|202605|202606|rec_trails__mutual_funds|BILLABLE_DAYS|5,SMPL002|202605|202606|rec_trails__mutual_funds,BILLABLE_DAYS,rec_trails__mutual_funds,89.29,-0.29,UP,21,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 1875.0, ""to_billable_days"": 22}",DERIVED
SMPL002|202605|202606|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,SMPL002|202605|202606|rec_cash_management__money_market_funds,BILLABLE_DAYS,rec_cash_management__money_market_funds,83.33,-0.27,UP,22,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 1750.0, ""to_billable_days"": 22}",DERIVED
SMPL002|202605|202606|rec_cash_management__money_market_funds|MIX|2,SMPL002|202605|202606|rec_cash_management__money_market_funds,MIX,rec_cash_management__money_market_funds,-83.33,0.27,DOWN,23,"{""change_amt"": 0.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 166.66}",DERIVED
SMPL002|202605|202606|nonrec_equities_and_options__equities|DEAL_SIZE|2,SMPL002|202605|202606|nonrec_equities_and_options__equities,DEAL_SIZE,nonrec_equities_and_options__equities,-47.36,0.15,DOWN,24,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value)"", ""from_avg_txn_value"": 145.7, ""from_txn_count"": 6, ""to_avg_txn_value"": 140.96, ""to_txn_count"": 10}",REAL
SMPL002|202605|202606|rec_trails__annuities|BILLABLE_DAYS|2,SMPL002|202605|202606|rec_trails__annuities,BILLABLE_DAYS,rec_trails__annuities,35.24,-0.12,UP,25,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 21, ""from_revenue"": 740.0, ""to_billable_days"": 22}",DERIVED
SMPL002|202605|202606|rec_trails__annuities|MIX|3,SMPL002|202605|202606|rec_trails__annuities,MIX,rec_trails__annuities,-35.24,0.12,DOWN,26,"{""change_amt"": -156.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -85.52}",DERIVED
